state,year,rate_value
Michigan,2003,6276
Michigan,2003,6723
Michigan,2003,7299
Michigan,2003,7296
Michigan,2003,5283
Michigan,2003,4185
Michigan,2004,34
Michigan,2004,115
Michigan,2004,82
Michigan,2004,103
Michigan,2004,166
Michigan,2004,288
Michigan,2004,386
Michigan,2004,694
Michigan,2004,1075
Michigan,2004,1980
Michigan,2004,3222
Michigan,2004,4553
Michigan,2004,5692
Michigan,2004,6384
Michigan,2004,6682
Michigan,2004,6951
Michigan,2004,6983
Michigan,2004,5213
Michigan,2004,3770
Michigan,2005,39
Michigan,2005,131
Michigan,2005,68
Michigan,2005,100
Michigan,2005,185
Michigan,2005,278
Michigan,2005,425
Michigan,2005,626
Michigan,2005,1052
Michigan,2005,1997
Michigan,2005,3368
Michigan,2005,4652
Michigan,2005,5923
Michigan,2005,6351
Michigan,2005,6759
Michigan,2005,6715
Michigan,2005,6998
Michigan,2005,5393
Michigan,2005,3989
Michigan,2006,43
Michigan,2006,105
Michigan,2006,89
Michigan,2006,99
Michigan,2006,166
Michigan,2006,270
Michigan,2006,418
Michigan,2006,573
Michigan,2006,986
Michigan,2006,1946
Michigan,2006,3412
Michigan,2006,4749
Michigan,2006,6236
Michigan,2006,6706
Michigan,2006,6978
Michigan,2006,6948
Michigan,2006,7033
Michigan,2006,5227
Michigan,2006,4151
Michigan,2007,44
Michigan,2007,123
Michigan,2007,70
Michigan,2007,100
Michigan,2007,202
Michigan,2007,277
Michigan,2007,390
Michigan,2007,576
Michigan,2007,1106
Michigan,2007,1881
Michigan,2007,3388
Michigan,2007,4980
Michigan,2007,6553
Michigan,2007,7367
Michigan,2007,7433
Michigan,2007,7047
Michigan,2007,6903
Michigan,2007,5614
Michigan,2007,4428
Michigan,2008,29
Michigan,2008,126
Michigan,2008,95
Michigan,2008,92
Michigan,2008,172
Michigan,2008,265
Michigan,2008,410
Michigan,2008,626
Michigan,2008,1065
Michigan,2008,1813
Michigan,2008,3364
Michigan,2008,5185
Michigan,2008,6236
Michigan,2008,7258
Michigan,2008,7645
Michigan,2008,7039
Michigan,2008,6628
Michigan,2008,5585
Michigan,2008,4463
Michigan,2009,31
Michigan,2009,110
Michigan,2009,83
Michigan,2009,83
Michigan,2009,172
Michigan,2009,245
Michigan,2009,384
Michigan,2009,624
Michigan,2009,1001
Michigan,2009,1824
Michigan,2009,3222
Michigan,2009,5165
Michigan,2009,6579
Michigan,2009,7521
Michigan,2009,7943
Michigan,2009,6973
Michigan,2009,6175
Michigan,2009,5340
Michigan,2009,4353
Michigan,2010,27
Michigan,2010,128
Michigan,2010,90
Michigan,2010,123
Michigan,2010,159
Michigan,2010,244
Michigan,2010,392
Michigan,2010,571
Michigan,2010,950
Michigan,2010,1804
Michigan,2010,3108
Michigan,2010,5044
Michigan,2010,6568
Michigan,2010,7796
Michigan,2010,7936
Michigan,2010,7139
Michigan,2010,6183
Michigan,2010,5171
Michigan,2010,4466
Michigan,2011,35
Michigan,2011,127
Michigan,2011,84
Michigan,2011,97
Michigan,2011,183
Michigan,2011,260
Michigan,2011,405
Michigan,2011,576
Michigan,2011,817
Michigan,2011,1694
Michigan,2011,3076
Michigan,2011,5020
Michigan,2011,6654
Michigan,2011,8275
Michigan,2011,8471
Michigan,2011,7248
Michigan,2011,6190
Michigan,2011,5265
Michigan,2011,4524
Michigan,2012,44
Michigan,2012,123
Michigan,2012,86
Michigan,2012,115
Michigan,2012,169
Michigan,2012,277
Michigan,2012,366
Michigan,2012,609
Michigan,2012,877
Michigan,2012,1720
Michigan,2012,2835
Michigan,2012,4831
Michigan,2012,6675
Michigan,2012,7863
Michigan,2012,8317
Michigan,2012,7093
Michigan,2012,5867
Michigan,2012,4874
Michigan,2012,4438
Michigan,2013,29
Michigan,2013,90
Michigan,2013,83
Michigan,2013,94
Michigan,2013,155
Michigan,2013,240
Michigan,2013,411
Michigan,2013,580
Michigan,2013,866
Michigan,2013,1744
Michigan,2013,2792
Michigan,2013,4693
Michigan,2013,6620
Michigan,2013,7760
Michigan,2013,8223
Michigan,2013,7304
Michigan,2013,6017
Michigan,2013,4524
Michigan,2013,4504
Michigan,2014,39
Michigan,2014,125
Michigan,2014,68
Michigan,2014,93
Michigan,2014,152
Michigan,2014,287
Michigan,2014,377
Michigan,2014,641
Michigan,2014,856
Michigan,2014,1596
Michigan,2014,2660
Michigan,2014,4660
Michigan,2014,6590
Michigan,2014,7848
Michigan,2014,8548
Michigan,2014,7451
Michigan,2014,5945
Michigan,2014,4516
Michigan,2014,4481
Michigan,2015,39
Michigan,2015,95
Michigan,2015,62
Michigan,2015,90
Michigan,2015,141
Michigan,2015,259
Michigan,2015,417
Michigan,2015,627
Michigan,2015,870
Michigan,2015,1523
Michigan,2015,2686
Michigan,2015,4758
Michigan,2015,6696
Michigan,2015,8258
Michigan,2015,9045
Michigan,2015,7968
Michigan,2015,6186
Michigan,2015,4639
Michigan,2015,4704
Michigan,2016,34
Michigan,2016,129
Michigan,2016,64
Michigan,2016,92
Michigan,2016,172
Michigan,2016,265
Michigan,2016,425
Michigan,2016,646
Michigan,2016,960
Michigan,2016,1603
Michigan,2016,2815
Michigan,2016,4596
Michigan,2016,6832
Michigan,2016,8652
Michigan,2016,9524
Michigan,2016,8094
Michigan,2016,6436
Michigan,2016,4673
Michigan,2016,4638
Michigan,2017,22
Michigan,2017,90
Michigan,2017,69
Michigan,2017,96
Michigan,2017,148
Michigan,2017,261
Michigan,2017,418
Michigan,2017,586
Michigan,2017,917
Michigan,2017,1509
Michigan,2017,2606
Michigan,2017,4314
Michigan,2017,6670
Michigan,2017,8557
Michigan,2017,9530
Michigan,2017,8432
Michigan,2017,6656
Michigan,2017,4705
Michigan,2017,4503
Michigan,2018,32
Michigan,2018,94
Michigan,2018,80
Michigan,2018,106
Michigan,2018,176
Michigan,2018,238
Michigan,2018,454
Michigan,2018,607
Michigan,2018,907
Michigan,2018,1485
Michigan,2018,2637
Michigan,2018,4065
Michigan,2018,6457
Michigan,2018,9042
Michigan,2018,9571
Michigan,2018,8837
Michigan,2018,6929
Michigan,2018,4513
Michigan,2018,4397
Michigan,2019,26
Michigan,2019,92
Michigan,2019,58
Michigan,2019,77
Michigan,2019,141
Michigan,2019,248
Michigan,2019,395
Michigan,2019,590
Michigan,2019,913
Michigan,2019,1529
Michigan,2019,2555
Michigan,2019,4044
Michigan,2019,6361
Michigan,2019,8906
Michigan,2019,10106
Michigan,2019,9281
Michigan,2019,7108
Michigan,2019,4734
Michigan,2019,4517
Michigan,2020,29
Michigan,2020,72
Michigan,2020,71
Michigan,2020,58
Michigan,2020,143
Michigan,2020,227
Michigan,2020,403
Michigan,2020,657
Michigan,2020,960
Michigan,2020,1364
Michigan,2020,2197
Michigan,2020,3606
Michigan,2020,5608
Michigan,2020,8235
Michigan,2020,9286
Michigan,2020,8748
Michigan,2020,6605
Michigan,2020,4480
Michigan,2020,4076
Michigan,2021,22
Michigan,2021,81
Michigan,2021,51
Michigan,2021,70
Michigan,2021,154
Michigan,2021,254
Michigan,2021,375
Michigan,2021,640
Michigan,2021,973
Michigan,2021,1452
Michigan,2021,2363
Michigan,2021,3991
Michigan,2021,6025
Michigan,2021,8834
Michigan,2021,10225
Michigan,2021,9809
Michigan,2021,7245
Michigan,2021,4716
Michigan,2021,4180
Michigan,2022,30
Michigan,2022,90
Michigan,2022,54
Michigan,2022,101
Michigan,2022,149
Michigan,2022,243
Michigan,2022,412
Michigan,2022,624
Michigan,2022,947
Michigan,2022,1563
Michigan,2022,2390
Michigan,2022,3748
Michigan,2022,5711
Michigan,2022,8818
Michigan,2022,10683
Michigan,2022,9915
Michigan,2022,7716
Michigan,2022,5028
Michigan,2022,4239
Minnesota,1999,47
Minnesota,1999,32
Minnesota,1999,53
Minnesota,1999,83
Minnesota,1999,125
Minnesota,1999,195
Minnesota,1999,327
Minnesota,1999,507
Minnesota,1999,824
Minnesota,1999,1235
Minnesota,1999,1629
Minnesota,1999,2066
Minnesota,1999,2502
Minnesota,1999,2819
Minnesota,1999,3247
Minnesota,1999,2993
Minnesota,1999,2194
Minnesota,1999,1682
Minnesota,2000,71
Minnesota,2000,46
Minnesota,2000,50
Minnesota,2000,83
Minnesota,2000,116
Minnesota,2000,223
Minnesota,2000,365
Minnesota,2000,536
Minnesota,2000,896
Minnesota,2000,1290
Minnesota,2000,1760
Minnesota,2000,2166
Minnesota,2000,2602
Minnesota,2000,2916
Minnesota,2000,3299
Minnesota,2000,3072
Minnesota,2000,2211
Minnesota,2000,1795
Minnesota,2001,71
Minnesota,2001,36
Minnesota,2001,53
Minnesota,2001,95
Minnesota,2001,111
Minnesota,2001,188
Minnesota,2001,311
Minnesota,2001,545
Minnesota,2001,909
Minnesota,2001,1393
Minnesota,2001,1838
Minnesota,2001,2274
Minnesota,2001,2621
Minnesota,2001,3009
Minnesota,2001,3494
Minnesota,2001,3304
Minnesota,2001,2345
Minnesota,2001,1780
Minnesota,2002,64
Minnesota,2002,48
Minnesota,2002,43
Minnesota,2002,79
Minnesota,2002,135
Minnesota,2002,200
Minnesota,2002,309
Minnesota,2002,524
Minnesota,2002,931
Minnesota,2002,1357
Minnesota,2002,1963
Minnesota,2002,2401
Minnesota,2002,2744
Minnesota,2002,3051
Minnesota,2002,3320
Minnesota,2002,3137
Minnesota,2002,2363
Minnesota,2002,1859
Minnesota,2003,16
Minnesota,2003,56
Minnesota,2003,28
Minnesota,2003,46
Minnesota,2003,87
Minnesota,2003,125
Minnesota,2003,183
Minnesota,2003,305
Minnesota,2003,514
Minnesota,2003,941
Minnesota,2003,1414
Minnesota,2003,2020
Minnesota,2003,2443
Minnesota,2003,2763
Minnesota,2003,3029
Minnesota,2003,3191
Minnesota,2003,3139
Minnesota,2003,2302
Minnesota,2003,1918
Minnesota,2004,68
Minnesota,2004,45
Minnesota,2004,61
Minnesota,2004,105
Minnesota,2004,140
Minnesota,2004,212
Minnesota,2004,303
Minnesota,2004,450
Minnesota,2004,964
Minnesota,2004,1481
Minnesota,2004,2051
Minnesota,2004,2550
Minnesota,2004,2800
Minnesota,2004,3044
Minnesota,2004,3246
Minnesota,2004,3237
Minnesota,2004,2546
Minnesota,2004,2006
Minnesota,2005,20
Minnesota,2005,56
Minnesota,2005,36
Minnesota,2005,37
Minnesota,2005,82
Minnesota,2005,128
Minnesota,2005,218
Minnesota,2005,306
Minnesota,2005,465
Minnesota,2005,931
Minnesota,2005,1575
Minnesota,2005,2209
Minnesota,2005,2673
Minnesota,2005,2957
Minnesota,2005,3084
Minnesota,2005,3167
Minnesota,2005,3145
Minnesota,2005,2482
Minnesota,2005,1928
Minnesota,2006,17
Minnesota,2006,56
Minnesota,2006,35
Minnesota,2006,49
Minnesota,2006,90
Minnesota,2006,154
Minnesota,2006,216
Minnesota,2006,282
Minnesota,2006,510
Minnesota,2006,960
Minnesota,2006,1602
Minnesota,2006,2260
Minnesota,2006,2870
Minnesota,2006,3021
Minnesota,2006,3256
Minnesota,2006,3256
Minnesota,2006,3150
Minnesota,2006,2512
Minnesota,2006,2045
Minnesota,2007,16
Minnesota,2007,65
Minnesota,2007,38
Minnesota,2007,51
Minnesota,2007,81
Minnesota,2007,159
Minnesota,2007,232
Minnesota,2007,338
Minnesota,2007,551
Minnesota,2007,940
Minnesota,2007,1621
Minnesota,2007,2413
Minnesota,2007,3059
Minnesota,2007,3370
Minnesota,2007,3587
Minnesota,2007,3318
Minnesota,2007,3221
Minnesota,2007,2617
Minnesota,2007,2173
Minnesota,2008,27
Minnesota,2008,69
Minnesota,2008,45
Minnesota,2008,42
Minnesota,2008,87
Minnesota,2008,148
Minnesota,2008,225
Minnesota,2008,302
Minnesota,2008,524
Minnesota,2008,897
Minnesota,2008,1722
Minnesota,2008,2519
Minnesota,2008,3129
Minnesota,2008,3441
Minnesota,2008,3709
Minnesota,2008,3377
Minnesota,2008,3039
Minnesota,2008,2532
Minnesota,2008,2216
Minnesota,2009,58
Minnesota,2009,50
Minnesota,2009,51
Minnesota,2009,109
Minnesota,2009,168
Minnesota,2009,249
Minnesota,2009,342
Minnesota,2009,523
Minnesota,2009,920
Minnesota,2009,1660
Minnesota,2009,2488
Minnesota,2009,3208
Minnesota,2009,3610
Minnesota,2009,3710
Minnesota,2009,3292
Minnesota,2009,3001
Minnesota,2009,2347
Minnesota,2009,2175
Minnesota,2010,19
Minnesota,2010,58
Minnesota,2010,45
Minnesota,2010,49
Minnesota,2010,82
Minnesota,2010,152
Minnesota,2010,210
Minnesota,2010,329
Minnesota,2010,513
Minnesota,2010,895
Minnesota,2010,1587
Minnesota,2010,2500
Minnesota,2010,3114
Minnesota,2010,3638
Minnesota,2010,3743
Minnesota,2010,3363
Minnesota,2010,3171
Minnesota,2010,2520
Minnesota,2010,2232
Minnesota,2011,67
Minnesota,2011,53
Minnesota,2011,39
Minnesota,2011,77
Minnesota,2011,141
Minnesota,2011,243
Minnesota,2011,374
Minnesota,2011,487
Minnesota,2011,936
Minnesota,2011,1605
Minnesota,2011,2475
Minnesota,2011,3276
Minnesota,2011,3868
Minnesota,2011,4003
Minnesota,2011,3555
Minnesota,2011,3093
Minnesota,2011,2475
Minnesota,2011,2282
Minnesota,2012,21
Minnesota,2012,73
Minnesota,2012,65
Minnesota,2012,59
Minnesota,2012,86
Minnesota,2012,146
Minnesota,2012,267
Minnesota,2012,376
Minnesota,2012,452
Minnesota,2012,852
Minnesota,2012,1532
Minnesota,2012,2514
Minnesota,2012,3301
Minnesota,2012,3902
Minnesota,2012,3913
Minnesota,2012,3526
Minnesota,2012,3057
Minnesota,2012,2577
Minnesota,2012,2430
Minnesota,2013,28
Minnesota,2013,64
Minnesota,2013,57
Minnesota,2013,45
Minnesota,2013,81
Minnesota,2013,155
Minnesota,2013,247
Minnesota,2013,416
Minnesota,2013,518
Minnesota,2013,822
Minnesota,2013,1423
Minnesota,2013,2453
Minnesota,2013,3190
Minnesota,2013,3888
Minnesota,2013,4064
Minnesota,2013,3783
Minnesota,2013,3016
Minnesota,2013,2440
Minnesota,2013,2523
Minnesota,2014,27
Minnesota,2014,57
Minnesota,2014,39
Minnesota,2014,71
Minnesota,2014,84
Minnesota,2014,132
Minnesota,2014,270
Minnesota,2014,392
Minnesota,2014,513
Minnesota,2014,850
Minnesota,2014,1384
Minnesota,2014,2506
Minnesota,2014,3318
Minnesota,2014,4072
Minnesota,2014,4303
Minnesota,2014,3784
Minnesota,2014,3096
Minnesota,2014,2449
Minnesota,2014,2518
Minnesota,2015,16
Minnesota,2015,62
Minnesota,2015,50
Minnesota,2015,77
Minnesota,2015,87
Minnesota,2015,182
Minnesota,2015,254
Minnesota,2015,405
Minnesota,2015,570
Minnesota,2015,842
Minnesota,2015,1433
Minnesota,2015,2442
Minnesota,2015,3479
Minnesota,2015,4341
Minnesota,2015,4545
Minnesota,2015,4045
Minnesota,2015,3416
Minnesota,2015,2668
Minnesota,2015,2811
Minnesota,2016,17
Minnesota,2016,61
Minnesota,2016,57
Minnesota,2016,51
Minnesota,2016,87
Minnesota,2016,142
Minnesota,2016,263
Minnesota,2016,396
Minnesota,2016,583
Minnesota,2016,829
Minnesota,2016,1345
Minnesota,2016,2422
Minnesota,2016,3335
Minnesota,2016,4340
Minnesota,2016,4786
Minnesota,2016,4200
Minnesota,2016,3213
Minnesota,2016,2548
Minnesota,2016,2842
Minnesota,2017,27
Minnesota,2017,90
Minnesota,2017,51
Minnesota,2017,53
Minnesota,2017,87
Minnesota,2017,157
Minnesota,2017,281
Minnesota,2017,464
Minnesota,2017,630
Minnesota,2017,844
Minnesota,2017,1422
Minnesota,2017,2388
Minnesota,2017,3575
Minnesota,2017,4457
Minnesota,2017,5156
Minnesota,2017,4708
Minnesota,2017,3598
Minnesota,2017,2696
Minnesota,2017,2743
Minnesota,2018,24
Minnesota,2018,89
Minnesota,2018,53
Minnesota,2018,46
Minnesota,2018,92
Minnesota,2018,164
Minnesota,2018,252
Minnesota,2018,478
Minnesota,2018,658
Minnesota,2018,897
Minnesota,2018,1419
Minnesota,2018,2309
Minnesota,2018,3481
Minnesota,2018,4629
Minnesota,2018,5330
Minnesota,2018,4711
Minnesota,2018,3841
Minnesota,2018,2724
Minnesota,2018,2847
Minnesota,2019,16
Minnesota,2019,76
Minnesota,2019,41
Minnesota,2019,66
Minnesota,2019,96
Minnesota,2019,146
Minnesota,2019,238
Minnesota,2019,435
Minnesota,2019,633
Minnesota,2019,953
Minnesota,2019,1400
Minnesota,2019,2193
Minnesota,2019,3553
Minnesota,2019,4804
Minnesota,2019,5508
Minnesota,2019,5099
Minnesota,2019,3994
Minnesota,2019,2856
Minnesota,2019,2809
Minnesota,2020,18
Minnesota,2020,61
Minnesota,2020,42
Minnesota,2020,56
Minnesota,2020,90
Minnesota,2020,146
Minnesota,2020,256
Minnesota,2020,412
Minnesota,2020,633
Minnesota,2020,934
Minnesota,2020,1259
Minnesota,2020,1915
Minnesota,2020,3102
Minnesota,2020,4364
Minnesota,2020,5123
Minnesota,2020,4823
Minnesota,2020,3882
Minnesota,2020,2649
Minnesota,2020,2707
Minnesota,2021,59
Minnesota,2021,53
Minnesota,2021,46
Minnesota,2021,88
Minnesota,2021,152
Minnesota,2021,234
Minnesota,2021,425
Minnesota,2021,670
Minnesota,2021,1035
Minnesota,2021,1377
Minnesota,2021,2198
Minnesota,2021,3287
Minnesota,2021,4942
Minnesota,2021,5790
Minnesota,2021,5663
Minnesota,2021,4226
Minnesota,2021,2994
Minnesota,2021,2915
Minnesota,2022,71
Minnesota,2022,44
Minnesota,2022,47
Minnesota,2022,88
Minnesota,2022,147
Minnesota,2022,252
Minnesota,2022,435
Minnesota,2022,679
Minnesota,2022,1074
Minnesota,2022,1473
Minnesota,2022,2152
Minnesota,2022,3123
Minnesota,2022,4895
Minnesota,2022,5989
Minnesota,2022,5872
Minnesota,2022,4577
Minnesota,2022,3095
Minnesota,2022,2700
Mississippi,2003,31
Mississippi,2003,28
Mississippi,2003,26
Mississippi,2003,34
Mississippi,2003,61
Mississippi,2003,91
Mississippi,2003,156
Mississippi,2003,277
Mississippi,2003,518
Mississippi,2003,791
Mississippi,2003,1153
Mississippi,2003,1457
Mississippi,2003,1694
Mississippi,2003,1904
Mississippi,2003,1852
Mississippi,2003,1603
Mississippi,2003,1094
Mississippi,2003,811
Mississippi,2004,18
Mississippi,2004,31
Mississippi,2004,66
Mississippi,2004,106
Mississippi,2004,183
Mississippi,2004,262
Mississippi,2004,522
Mississippi,2004,883
Mississippi,2004,1128
Mississippi,2004,1557
Mississippi,2004,1775
Mississippi,2004,1918
Mississippi,2004,1856
Mississippi,2004,1565
Mississippi,2004,1123
Mississippi,2004,872
Mississippi,2005,38
Mississippi,2005,24
Mississippi,2005,22
Mississippi,2005,40
Mississippi,2005,60
Mississippi,2005,96
Mississippi,2005,166
Mississippi,2005,227
Mississippi,2005,544
Mississippi,2005,810
Mississippi,2005,1137
Mississippi,2005,1662
Mississippi,2005,1783
Mississippi,2005,1984
Mississippi,2005,1884
Mississippi,2005,1615
Mississippi,2005,1102
Mississippi,2005,846
Mississippi,2006,33
Mississippi,2006,19
Mississippi,2006,34
Mississippi,2006,35
Mississippi,2006,62
Mississippi,2006,102
Mississippi,2006,170
Mississippi,2006,277
Mississippi,2006,519
Mississippi,2006,829
Mississippi,2006,1253
Mississippi,2006,1768
Mississippi,2006,1813
Mississippi,2006,2126
Mississippi,2006,1928
Mississippi,2006,1629
Mississippi,2006,1139
Mississippi,2006,903
Mississippi,2007,23
Mississippi,2007,22
Mississippi,2007,21
Mississippi,2007,36
Mississippi,2007,60
Mississippi,2007,105
Mississippi,2007,150
Mississippi,2007,267
Mississippi,2007,470
Mississippi,2007,921
Mississippi,2007,1333
Mississippi,2007,1860
Mississippi,2007,2154
Mississippi,2007,2233
Mississippi,2007,2054
Mississippi,2007,1723
Mississippi,2007,1240
Mississippi,2007,916
Mississippi,2008,28
Mississippi,2008,23
Mississippi,2008,48
Mississippi,2008,54
Mississippi,2008,115
Mississippi,2008,170
Mississippi,2008,272
Mississippi,2008,487
Mississippi,2008,927
Mississippi,2008,1341
Mississippi,2008,1799
Mississippi,2008,2128
Mississippi,2008,2356
Mississippi,2008,2060
Mississippi,2008,1756
Mississippi,2008,1264
Mississippi,2008,1014
Mississippi,2009,25
Mississippi,2009,32
Mississippi,2009,27
Mississippi,2009,34
Mississippi,2009,59
Mississippi,2009,106
Mississippi,2009,163
Mississippi,2009,304
Mississippi,2009,505
Mississippi,2009,939
Mississippi,2009,1379
Mississippi,2009,1798
Mississippi,2009,2103
Mississippi,2009,2273
Mississippi,2009,2025
Mississippi,2009,1630
Mississippi,2009,1268
Mississippi,2009,974
Mississippi,2010,31
Mississippi,2010,26
Mississippi,2010,26
Mississippi,2010,44
Mississippi,2010,70
Mississippi,2010,108
Mississippi,2010,176
Mississippi,2010,278
Mississippi,2010,458
Mississippi,2010,892
Mississippi,2010,1487
Mississippi,2010,1881
Mississippi,2010,2297
Mississippi,2010,2402
Mississippi,2010,2146
Mississippi,2010,1674
Mississippi,2010,1158
Mississippi,2010,960
Mississippi,2011,40
Mississippi,2011,20
Mississippi,2011,24
Mississippi,2011,49
Mississippi,2011,66
Mississippi,2011,114
Mississippi,2011,171
Mississippi,2011,255
Mississippi,2011,484
Mississippi,2011,824
Mississippi,2011,1486
Mississippi,2011,1876
Mississippi,2011,2378
Mississippi,2011,2406
Mississippi,2011,2013
Mississippi,2011,1653
Mississippi,2011,1213
Mississippi,2011,977
Mississippi,2012,30
Mississippi,2012,23
Mississippi,2012,23
Mississippi,2012,43
Mississippi,2012,64
Mississippi,2012,116
Mississippi,2012,185
Mississippi,2012,286
Mississippi,2012,475
Mississippi,2012,796
Mississippi,2012,1403
Mississippi,2012,1926
Mississippi,2012,2337
Mississippi,2012,2557
Mississippi,2012,2093
Mississippi,2012,1643
Mississippi,2012,1198
Mississippi,2012,930
Mississippi,2013,34
Mississippi,2013,22
Mississippi,2013,29
Mississippi,2013,30
Mississippi,2013,60
Mississippi,2013,100
Mississippi,2013,188
Mississippi,2013,243
Mississippi,2013,481
Mississippi,2013,790
Mississippi,2013,1406
Mississippi,2013,2085
Mississippi,2013,2443
Mississippi,2013,2672
Mississippi,2013,2046
Mississippi,2013,1683
Mississippi,2013,1196
Mississippi,2013,939
Mississippi,2014,37
Mississippi,2014,21
Mississippi,2014,20
Mississippi,2014,38
Mississippi,2014,78
Mississippi,2014,97
Mississippi,2014,174
Mississippi,2014,292
Mississippi,2014,475
Mississippi,2014,816
Mississippi,2014,1382
Mississippi,2014,2063
Mississippi,2014,2556
Mississippi,2014,2668
Mississippi,2014,2233
Mississippi,2014,1696
Mississippi,2014,1189
Mississippi,2014,961
Mississippi,2015,23
Mississippi,2015,27
Mississippi,2015,25
Mississippi,2015,39
Mississippi,2015,57
Mississippi,2015,113
Mississippi,2015,175
Mississippi,2015,266
Mississippi,2015,459
Mississippi,2015,782
Mississippi,2015,1393
Mississippi,2015,2067
Mississippi,2015,2409
Mississippi,2015,2830
Mississippi,2015,2302
Mississippi,2015,1832
Mississippi,2015,1163
Mississippi,2015,1013
Mississippi,2016,23
Mississippi,2016,32
Mississippi,2016,38
Mississippi,2016,44
Mississippi,2016,54
Mississippi,2016,107
Mississippi,2016,166
Mississippi,2016,323
Mississippi,2016,486
Mississippi,2016,793
Mississippi,2016,1378
Mississippi,2016,2097
Mississippi,2016,2539
Mississippi,2016,2993
Mississippi,2016,2353
Mississippi,2016,1762
Mississippi,2016,1233
Mississippi,2016,974
Mississippi,2017,28
Mississippi,2017,30
Mississippi,2017,24
Mississippi,2017,42
Mississippi,2017,62
Mississippi,2017,108
Mississippi,2017,170
Mississippi,2017,288
Mississippi,2017,440
Mississippi,2017,756
Mississippi,2017,1283
Mississippi,2017,2107
Mississippi,2017,2610
Mississippi,2017,3010
Mississippi,2017,2603
Mississippi,2017,1914
Mississippi,2017,1239
Mississippi,2017,943
Mississippi,2018,21
Mississippi,2018,22
Mississippi,2018,30
Mississippi,2018,38
Mississippi,2018,71
Mississippi,2018,122
Mississippi,2018,165
Mississippi,2018,258
Mississippi,2018,481
Mississippi,2018,739
Mississippi,2018,1259
Mississippi,2018,2118
Mississippi,2018,2702
Mississippi,2018,3060
Mississippi,2018,2686
Mississippi,2018,1978
Mississippi,2018,1315
Mississippi,2018,1022
Mississippi,2019,21
Mississippi,2019,18
Mississippi,2019,34
Mississippi,2019,45
Mississippi,2019,57
Mississippi,2019,111
Mississippi,2019,166
Mississippi,2019,299
Mississippi,2019,472
Mississippi,2019,740
Mississippi,2019,1226
Mississippi,2019,2034
Mississippi,2019,2746
Mississippi,2019,3117
Mississippi,2019,2773
Mississippi,2019,2007
Mississippi,2019,1299
Mississippi,2019,1051
Mississippi,2020,23
Mississippi,2020,19
Mississippi,2020,31
Mississippi,2020,30
Mississippi,2020,54
Mississippi,2020,102
Mississippi,2020,168
Mississippi,2020,284
Mississippi,2020,419
Mississippi,2020,630
Mississippi,2020,1071
Mississippi,2020,1723
Mississippi,2020,2392
Mississippi,2020,2694
Mississippi,2020,2586
Mississippi,2020,1860
Mississippi,2020,1151
Mississippi,2020,917
Mississippi,2021,26
Mississippi,2021,33
Mississippi,2021,44
Mississippi,2021,71
Mississippi,2021,98
Mississippi,2021,194
Mississippi,2021,272
Mississippi,2021,519
Mississippi,2021,727
Mississippi,2021,1137
Mississippi,2021,1826
Mississippi,2021,2736
Mississippi,2021,3193
Mississippi,2021,2936
Mississippi,2021,2107
Mississippi,2021,1289
Mississippi,2021,1005
Mississippi,2022,20
Mississippi,2022,32
Mississippi,2022,48
Mississippi,2022,65
Mississippi,2022,109
Mississippi,2022,156
Mississippi,2022,259
Mississippi,2022,427
Mississippi,2022,724
Mississippi,2022,1125
Mississippi,2022,1712
Mississippi,2022,2599
Mississippi,2022,3154
Mississippi,2022,2867
Mississippi,2022,2134
Mississippi,2022,1336
Mississippi,2022,925
Missouri,1999,58
Missouri,1999,35
Missouri,1999,41
Missouri,1999,73
Missouri,1999,107
Missouri,1999,165
Missouri,1999,299
Missouri,1999,566
Missouri,1999,954
Missouri,1999,1458
Missouri,1999,2015
Missouri,1999,2660
Missouri,1999,3177
Missouri,1999,4024
Missouri,1999,4204
Missouri,1999,3799
Missouri,1999,2501
Missouri,1999,2214
Missouri,2000,17
Missouri,2000,63
Missouri,2000,40
Missouri,2000,56
Missouri,2000,84
Missouri,2000,122
Missouri,2000,206
Missouri,2000,295
Missouri,2000,570
Missouri,2000,993
Missouri,2000,1416
Missouri,2000,2102
Missouri,2000,2681
Missouri,2000,3213
Missouri,2000,3807
Missouri,2000,4274
Missouri,2000,3691
Missouri,2000,2535
Missouri,2000,2112
Missouri,2001,18
Missouri,2001,60
Missouri,2001,41
Missouri,2001,39
Missouri,2001,62
Missouri,2001,133
Missouri,2001,213
Missouri,2001,314
Missouri,2001,570
Missouri,2001,1070
Missouri,2001,1527
Missouri,2001,2242
Missouri,2001,2773
Missouri,2001,3428
Missouri,2001,3996
Missouri,2001,4055
Missouri,2001,3783
Missouri,2001,2519
Missouri,2001,2272
Missouri,2002,21
Missouri,2002,60
Missouri,2002,38
Missouri,2002,45
Missouri,2002,84
Missouri,2002,131
Missouri,2002,193
Missouri,2002,308
Missouri,2002,556
Missouri,2002,1036
Missouri,2002,1596
Missouri,2002,2427
Missouri,2002,2874
Missouri,2002,3359
Missouri,2002,3914
Missouri,2002,4160
Missouri,2002,3799
Missouri,2002,2618
Missouri,2002,2243
Missouri,2003,18
Missouri,2003,52
Missouri,2003,31
Missouri,2003,62
Missouri,2003,87
Missouri,2003,107
Missouri,2003,207
Missouri,2003,327
Missouri,2003,534
Missouri,2003,1035
Missouri,2003,1666
Missouri,2003,2388
Missouri,2003,2930
Missouri,2003,3475
